bikes_rented,temp,humidity,wind_speed,visibility,dew_temp,solar_rad,rainfall,snowfall
91,-10,48,2.6,2000,-18.9,0,0,0
98,-10.4,49,2.4,2000,-19,0,0,0
90,-10.5,48,3.1,2000,-19.4,0,0,0
60,-10.5,49,2,2000,-19.1,0,0,0
54,-10.6,47,3.7,2000,-19.7,0,0,0
35,-11.2,47,2.3,2000,-20.3,0,0,0
21,-11.5,51,3.3,1996,-19.6,0,0,0
23,-11.8,54,2.4,1917,-19.2,0,0,0
34,-12.4,54,2.5,1790,-19.8,0,0,0
70,-12.8,56,2.4,1507,-19.7,0.02,0,0
97,-12.4,51,3.8,1415,-20.4,0.38,0,0
103,-11.2,43,3.5,1359,-21.3,1.04,0,0
115,-9.7,37,2.8,1436,-21.6,1.57,0,0
165,-8.3,32,1.8,1295,-22.1,1.99,0,0
152,-8.3,34,4,1561,-21.4,2.22,0,0
177,-7.4,33,4,1713,-20.9,2.17,0,0
190,-6.4,30,4.9,1939,-21.1,1.89,0,0
181,-5.4,29,3.6,1979,-20.6,1.4,0,0
184,-5.9,27,3.6,1974,-21.9,0.81,0,0
154,-7,26,4.1,2000,-23.3,0.16,0,0
124,-7.7,31,3.3,2000,-21.9,0,0,0
98,-8.2,28,3.5,2000,-23.5,0,0,0
107,-8.9,35,3.2,2000,-21.6,0,0,0
78,-9.7,45,1.3,2000,-19.4,0,0,0
77,-10.3,48,2,2000,-19.2,0,0,0
82,-10.5,52,2.4,2000,-18.4,0,0,0
52,-11.2,54,1,2000,-18.6,0,0,0
39,-11.2,55,1.5,2000,-18.4,0,0,0
33,-11.3,54,0.6,2000,-18.7,0,0,0
20,-11.7,51,1.2,2000,-19.8,0,0,0
37,-11.6,45,2.4,2000,-21.1,0,0,0
110,-11.5,40,2.3,2000,-22.4,0,0,0
227,-11.6,44,1.6,2000,-21.4,0,0,0
433,-11.5,40,2.8,2000,-22.4,0.02,0,0
216,-11.1,38,2.4,1945,-22.6,0.43,0,0
123,-9.6,32,3.7,2000,-23.2,1.14,0,0
156,-8.5,27,4.7,1894,-24.2,1.73,0,0
157,-7.8,28,4.1,2000,-23.1,2.12,0,0
169,-7,25,4.2,1999,-23.7,2.29,0,0
170,-6.4,24,4.6,1970,-23.7,2.23,0,0
169,-5.7,25,4.4,1995,-22.6,1.94,0,0
199,-5.4,25,3.4,1985,-22.3,1.44,0,0
225,-6.4,28,4.5,2000,-21.9,0.81,0,0
388,-7.6,29,3.5,2000,-22.6,0.16,0,0
246,-8.3,29,4.1,2000,-23.2,0,0,0
206,-9.1,35,3.8,2000,-21.7,0,0,0
177,-9.8,41,3.9,1949,-20.6,0,0,0
183,-10.3,43,3.7,1876,-20.5,0,0,0
115,-10.5,47,2.8,1794,-19.6,0,0,0
126,-10.6,47,3.5,1803,-19.7,0,0,0
87,-10.9,36,3.3,2000,-23,0,0,0
59,-11.2,36,2.9,1981,-23.3,0,0,0
36,-11.6,35,3.2,1992,-24,0,0,0
32,-12,36,2.7,1998,-24,0,0,0
40,-12.3,37,2.9,2000,-24,0,0,0
94,-12.5,40,3.4,1991,-23.3,0,0,0
213,-12.7,41,3.7,1982,-23.2,0,0,0
438,-12.7,41,3.1,2000,-23.2,0.02,0,0
217,-12.3,39,3.7,1984,-23.4,0.45,0,0
128,-11.3,35,4.2,1848,-23.7,1.15,0,0
175,-9.9,32,3.3,1863,-23.5,1.72,0,0
172,-8.2,31,2.7,1858,-22.3,2.09,0,0
165,-7.5,28,4.3,1904,-22.9,2.3,0,0
147,-7,26,4.4,1986,-23.3,2.24,0,0
171,-5.9,25,3.1,1936,-22.8,1.93,0,0
175,-5.9,24,3.5,2000,-23.2,1.44,0,0
227,-6.6,29,2.5,2000,-21.7,0.68,0,0
392,-7.6,36,3.3,2000,-20.1,0.11,0,0
251,-8.4,37,4,2000,-20.5,0,0,0
193,-9.6,34,2.6,2000,-22.5,0,0,0
175,-10.6,39,3.1,2000,-21.9,0,0,0
169,-11.1,43,1.8,1960,-21.2,0,0,0
106,-11.8,46,1.1,1860,-21.1,0,0,0
116,-12.3,47,0.4,1848,-21.3,0,0,0
96,-12.3,47,1.9,1837,-21.3,0,0,0
83,-12.5,50,1,1722,-20.8,0,0,0
51,-12.5,49,1.5,1885,-21,0,0,0
34,-13.1,54,0.7,1369,-20.4,0,0,0
45,-13,53,0.7,1810,-20.5,0,0,0
92,-13.2,50,0.5,1873,-21.4,0,0,0
214,-13.2,56,0.9,1665,-20.1,0,0,0
469,-13.3,60,0.6,1598,-19.4,0.02,0,0
237,-12,50,1.3,1523,-20.3,0.43,0,0
155,-9.6,39,0.7,1580,-21,1.06,0,0
176,-7,28,3.3,1829,-22.4,1.56,0,0
188,-6,24,2.6,1964,-23.3,1.97,0,0
228,-4.5,23,2.6,1937,-22.5,2.12,0,0
199,-3.5,20,1.5,1976,-23.2,2.02,0,0
221,-2.1,20,2.3,1961,-22.1,1.87,0,0
240,-1.7,18,2,1919,-22.9,1.41,0,0
320,-2.3,20,2.2,1994,-22.2,0.77,0,0
448,-4,27,2.5,2000,-20.2,0.16,0,0
280,-5.2,33,2.6,2000,-19,0,0,0
218,-5.8,44,2.1,1994,-16.1,0,0,0
223,-6.3,48,2.2,1965,-15.5,0,0,0
200,-6.8,50,1.7,1856,-15.5,0,0,0
164,-7.6,50,1,1839,-16.2,0,0,0
136,-8.2,50,1.1,1850,-16.8,0,0,0
126,-8.5,60,1.2,1908,-14.8,0,0,0
103,-8.3,65,0.4,1750,-13.7,0,0,0
57,-8.6,64,0.9,1754,-14.1,0,0,0
46,-9,54,0.6,1833,-16.6,0,0,0
39,-9,56,0.4,1678,-16.1,0,0,0
99,-9.3,61,0.7,1684,-15.4,0,0,0
255,-9.6,67,1,1503,-14.5,0,0,0
507,-9.7,65,0.8,1508,-15,0.02,0,0
270,-8.5,55,1,1482,-15.9,0.4,0,0
160,-6.3,46,1.3,1346,-16,1.01,0,0
217,-3.1,39,1.2,1495,-15.1,1.54,0,0
253,-1.5,35,1.2,1551,-15,1.9,0,0
270,0.3,30,1.4,1697,-15.2,2.11,0,0
253,0.9,25,2.4,1730,-16.9,2.09,0,0
286,1.4,25,2.2,1686,-16.5,1.81,0,0
284,2,25,2.3,1755,-16,1.3,0,0
337,1.5,24,1.9,1788,-16.9,0.72,0,0
564,-0.5,26,1.7,1999,-17.7,0.15,0,0
378,-1.8,35,1.4,1558,-15.2,0,0,0
277,-2.8,40,1.5,1593,-14.5,0,0,0
268,-3.3,42,1.1,1596,-14.4,0,0,0
233,-3.9,41,0.4,1462,-15.2,0,0,0
195,-4.3,44,0.7,1247,-14.7,0,0,0
178,-4.6,38,0.1,1551,-16.7,0,0,0
159,-4.8,44,1.1,1432,-15.2,0,0,0
107,-5.1,47,0.9,1460,-14.6,0,0,0
78,-5.2,48,0.7,1309,-14.5,0,0,0
46,-4.4,47,0.9,1343,-14,0,0,0
36,-4.2,44,1.1,1196,-14.6,0,0,0
117,-4,41,0.8,1242,-15.3,0,0,0
273,-3.6,42,0.9,1258,-14.6,0,0,0
589,-3.3,39,0.9,1279,-15.3,0.02,0,0
308,-2.4,36,1.2,1276,-15.4,0.2,0,0
199,-1.3,34,0.5,1192,-15.1,0.32,0,0
238,-0.2,31,0.8,1269,-15.3,0.5,0,0
260,1.6,28,0.5,1193,-14.9,0.88,0,0
268,2.6,27,0.8,1120,-14.5,0.82,0,0
283,4,25,0.9,1009,-14.3,1.06,0,0
315,5,24,1,1037,-13.9,1.16,0,0
319,6,28,1.7,1183,-11.1,1.03,0,0
422,4.8,38,3,1582,-8.3,0.47,0,0
659,4.1,40,2.1,1327,-8.3,0.1,0,0
407,3.3,58,1.7,1024,-4.1,0,0,0
308,3,61,1.9,842,-3.8,0,0,0
243,2.9,63,1,786,-3.4,0,0,0
263,2.5,66,1.1,759,-3.2,0,0,0
193,2,70,0.7,689,-2.9,0,0,0
197,1.5,71,1.1,590,-3.1,0,0,0
237,1.7,71,1.2,584,-3,0,0,0
169,1.9,71,1.5,584,-2.8,0,0,0
145,2,71,1.2,534,-2.7,0,0,0
79,1.9,74,1.2,514,-2.2,0,0,0
41,1.8,75,2,484,-2.1,0,0,0
48,1.6,78,1.6,448,-1.8,0,0,0
97,1.6,81,1.4,393,-1.3,0,0,0
188,1.6,82,1.3,349,-1.1,0.01,0,0
222,1.6,78,2,260,-1.8,0.17,0,0
223,1.8,73,2.8,270,-2.5,0.69,0,0
235,2.6,62,2.9,294,-3.9,1.12,0,0
248,2.9,53,4.7,354,-5.7,1.37,0,0
296,2.8,31,4,967,-12.6,1.42,0,0
286,2.2,24,4.5,1700,-16.3,1.66,0,0
277,2,20,4.1,1942,-18.6,1.49,0,0
291,0.3,17,4.9,2000,-21.9,0.87,0,0
277,-0.9,19,5,2000,-21.6,0.48,0,0
216,-2,15,5.6,2000,-25.2,0.13,0,0
151,-3.1,14,5.1,2000,-26.9,0,0,0
132,-4.4,19,5.8,2000,-24.6,0,0,0
124,-5.6,28,4.1,2000,-21.2,0,0,0
128,-6.2,32,3.5,2000,-20.2,0,0,0
118,-6.7,35,2.1,2000,-19.6,0,0,0
112,-6.9,36,2.1,2000,-19.5,0,0,0
95,-7,38,2.6,2000,-18.9,0,0,0
93,-7,42,1.6,2000,-17.7,0,0,0
58,-7.2,43,2,2000,-17.6,0,0,0
34,-7.5,42,2.4,1998,-18.2,0,0,0
19,-7.8,39,2.8,2000,-19.3,0,0,0
39,-8.4,33,1.4,1963,-21.8,0,0,0
40,-9.2,34,2,1945,-22.2,0,0,0
81,-9.4,29,1.9,1967,-24.1,0.03,0,0
126,-8.6,28,1.5,1786,-23.8,0.49,0,0
130,-6.9,21,3.4,1827,-25.6,1.16,0,0
155,-5,25,3.2,1853,-22,1.75,0,0
174,-3.9,28,2.9,1921,-19.7,2.12,0,0
212,-2.4,28,3,1953,-18.4,2.35,0,0
191,-2.2,29,4.1,1983,-17.8,1.93,0,0
181,-2.6,31,2.7,1987,-17.4,1.36,0,0
175,-3.6,36,4.4,2000,-16.5,0.67,0,0
198,-4.2,47,2.7,2000,-13.8,0.31,0,0
150,-4.6,56,3.6,2000,-12,0.09,0,0
147,-5.2,66,3.1,2000,-10.5,0,0,0
127,-5.7,67,2.6,2000,-10.8,0,0,0
119,-5.6,69,2.2,1984,-10.3,0,0,0
103,-5.8,57,3.2,1980,-12.9,0,0,0
91,-7,49,3.4,1984,-15.9,0,0,0
103,-7.7,52,3.2,1982,-15.8,0,0,0
69,-7.9,52,3.7,1961,-16,0,0,0
45,-8.3,49,2.7,2000,-17.1,0,0,0
21,-8.5,35,2.7,2000,-21.2,0,0,0
33,-8.6,31,3.5,2000,-22.7,0,0,0
30,-9.2,37,1.1,2000,-21.2,0,0,0
109,-9.5,36,1.5,2000,-21.8,0,0,0
236,-9.5,35,1.1,2000,-22.1,0,0,0
517,-9.1,33,2.1,1998,-22.4,0.03,0,0
262,-8.4,28,2.2,1947,-23.7,0.49,0,0
161,-6.7,23,2.4,1938,-24.4,1.25,0,0
190,-6.1,25,2.8,1976,-22.9,1.28,0,0
202,-4.6,32,4.2,1874,-18.8,1.43,0,0
246,-2.7,29,2.9,1961,-18.3,2.29,0,0
182,-2.4,30,3.4,1824,-17.6,2.08,0,0
228,-2.1,30,3.9,1933,-17.3,2.22,0,0
239,-2.4,33,4.5,1815,-16.5,1.55,0,0
288,-3.1,36,4.4,1988,-16,0.89,0,0
475,-4.4,46,3.5,2000,-14.3,0.23,0,0
340,-4.9,52,2,2000,-13.2,0,0,0
244,-4.7,55,1.7,2000,-12.3,0,0,0
253,-4.3,59,3,1239,-11.1,0,0,0
200,-4.2,57,1.7,2000,-11.4,0,0,0
140,-4.4,58,2.4,2000,-11.4,0,0,0
158,-5,60,1.8,1995,-11.5,0,0,0
146,-5.5,60,1.3,1994,-12,0,0,0
106,-6,58,2,2000,-12.9,0,0,0
70,-6.2,61,1.3,1992,-12.5,0,0,0
46,-6.4,62,1.8,1978,-12.4,0,0,0
51,-6.7,64,1.6,1981,-12.3,0,0,0
96,-7.1,70,1,1977,-11.6,0,0,0
294,-7.2,70,1.9,1946,-11.7,0,0,0
568,-7.1,68,0.6,1931,-12,0.03,0,0
285,-5.9,52,1.4,1935,-14.1,0.53,0,0
200,-2.4,41,1.5,1905,-13.8,1.19,0,0
252,-0.3,40,3.4,1728,-12.2,1.73,0,0
281,1,41,3.3,1794,-10.8,2.11,0,0
256,2.6,40,3.5,1854,-9.6,2.28,0,0
300,3.7,39,3.8,1908,-9,2.19,0,0
295,3.7,40,5.3,1950,-8.6,1.96,0,0
328,3.9,41,4,1973,-8.1,1.24,0,0
410,3.5,46,3.1,1992,-7,0.39,0,0
604,3.1,50,3.7,2000,-6.3,0.07,0,0
406,2.4,57,3.2,1995,-5.2,0,0,0
323,2.3,59,3.8,1981,-4.9,0,0,0
290,2.6,57,3.8,2000,-5,0,0,0
291,2.6,57,3.1,2000,-5,0,0,0
211,2.4,59,3.2,2000,-4.8,0,0,0
178,2,65,2.2,1885,-3.9,0,0,0
213,1.3,67,1.2,1738,-4.1,0,0,0
129,1.2,64,0.9,1680,-4.8,0,0,0
101,1.1,65,1,1596,-4.7,0,0,0
51,1.1,67,1.7,1506,-4.3,0,0,0
56,1,68,0.6,1519,-4.2,0,0,0
108,1.1,66,0.9,1550,-4.5,0,0,0
292,1.3,66,1.1,1534,-4.3,0,0,0
606,2.1,65,1.1,1559,-3.8,0.01,0,0
326,3.9,64,2.9,1483,-2.3,0.18,0,0
241,5.2,65,3.9,1313,-0.8,0.56,0,0
288,6.3,67,3.5,1179,0.6,0.52,0,0
312,6.9,67,3.9,986,1.1,0.42,0,0
349,7.2,65,3.8,773,1,0.61,0,0
398,7.8,57,3.5,675,-0.2,1.34,0,0
461,8.7,48,4.1,767,-1.7,1.68,0,0
447,8,36,3.5,1013,-6.1,1.09,0,0
484,6.6,34,2.8,1300,-8.1,0.42,0,0
559,5.1,34,2.3,1440,-9.5,0.09,0,0
316,3.9,37,1.4,1417,-9.4,0,0,0
262,2.8,29,2.8,1473,-13.5,0,0,0
216,1.7,27,3.1,1734,-15.3,0,0,0
218,0.3,33,4,1436,-14.1,0,0,0
160,-0.3,35,2.1,1577,-13.9,0,0,0
126,-0.7,37,3.5,1716,-13.6,0,0,0
123,-1.1,38,2.8,1999,-13.6,0,0,0
112,-1.2,35,2.2,2000,-14.7,0,0,0
74,-1.4,34,2.1,2000,-15.2,0,0,0
58,-1.9,34,3,2000,-15.7,0,0,0
32,-2.4,33,3.1,2000,-16.5,0,0,0
39,-2.6,38,1,2000,-15,0,0,0
55,-3,40,0.9,2000,-14.7,0,0,0
112,-3,38,1,2000,-15.4,0,0,0
112,-3.5,30,1.5,1980,-18.6,0,0,0
127,-1.6,26,1.9,1980,-18.6,1.29,0,0
170,0.1,22,2,2000,-19.1,1.84,0,0
174,1.7,20,3,1983,-18.9,2.28,0,0
240,2.2,18,3.4,1942,-19.7,2.3,0,0
270,2.9,14,4.3,2000,-22,2.29,0,0
276,3.8,17,3.2,2000,-19,1.97,0,0
273,3.2,16,3,2000,-20.2,1.45,0,0
236,2.4,17,3.1,1990,-20.2,0.78,0,0
190,1.1,18,2.5,2000,-20.6,0.2,0,0
166,0.1,21,2.9,2000,-19.7,0,0,0
148,-0.4,27,2.2,2000,-17.1,0,0,0
134,-1.1,32,2.4,2000,-15.7,0,0,0
145,-1.9,30,0.8,2000,-17.2,0,0,0
92,-2.5,31,1.4,1996,-17.3,0,0,0
105,-3.3,35,1.8,1977,-16.6,0,0,0
77,-3.6,35,2,1943,-16.8,0,0,0
47,-4.1,38,1.2,1996,-16.3,0,0,0
36,-4.4,37,1.7,1989,-16.9,0,0,0
35,-4.5,42,1.4,1944,-15.5,0,0,0
28,-5,44,0.9,1976,-15.3,0,0,0
30,-5.2,42,0.7,1980,-16.1,0,0,0
49,-5.4,41,0.3,2000,-16.6,0,0,0
68,-5.4,38,0.7,2000,-17.5,0.04,0,0
48,-4.3,33,0.7,1923,-18.2,0.6,0,0
78,-1.3,32,1.5,1933,-15.9,1.24,0,0
93,1,25,1.4,1782,-16.8,1.7,0,0
137,2.2,19,1.4,1946,-19.1,2.01,0,0
169,3.5,17,3.2,1971,-19.3,2.2,0,0
196,4.2,18,3.3,1976,-18,2.25,0,0
243,4,26,3.5,2000,-13.8,1.75,0,0
189,3.3,38,3.8,1921,-9.6,1.33,0,0
210,2.5,48,4.2,1979,-7.4,0.76,0,0
165,1.4,56,3.2,1932,-6.4,0.22,0,0
126,0.6,59,2.3,1939,-6.5,0,0,0
150,0.2,61,1.9,1956,-6.4,0,0,0
114,0.1,67,2.5,1451,-5.3,0,0,0
116,-0.6,70,3.4,1204,-5.4,0,0,0
84,-2,51,3.2,1336,-10.8,0,0,0
79,-2.7,41,3.2,1695,-14.1,0,0,0
71,-3.1,36,3.5,2000,-16,0,0,0
56,-3.8,30,3.9,2000,-18.8,0,0,0
34,-4.5,28,3,2000,-20.3,0,0,0
20,-5.2,28,2.5,2000,-20.9,0,0,0
14,-5.7,31,2.3,1999,-20.1,0,0,0
39,-6.2,32,2.5,2000,-20.2,0,0,0
35,-6.8,32,1.6,2000,-20.7,0,0,0
80,-7.1,30,1.7,1991,-21.7,0.04,0,0
98,-6.5,26,2.4,1874,-22.8,0.64,0,0
103,-4.3,21,1.4,1908,-23.4,1.34,0,0
155,-2.8,19,2.6,1957,-23.2,1.91,0,0
183,-1.3,17,1.5,1998,-23.2,2.28,0,0
193,-0.4,15,2.4,1938,-23.9,2.46,0,0
258,-0.1,15,4,2000,-23.7,2.39,0,0
273,1,14,4.6,2000,-23.5,2.12,0,0
267,1.3,15,4.2,2000,-22.5,1.63,0,0
250,0.6,17,3.3,2000,-21.7,0.79,0,0
223,-0.3,17,1.9,2000,-22.4,0.2,0,0
169,-1.5,32,2.5,2000,-16,0,0,0
145,-2.1,38,2,2000,-14.5,0,0,0
133,-2.3,38,2.3,2000,-14.7,0,0,0
123,-2.7,42,2.2,2000,-13.8,0,0,0
117,-2.9,31,3.8,2000,-17.7,0,0,0
99,-3.6,33,1.7,2000,-17.5,0,0,0
103,-4.4,33,1.4,2000,-18.2,0,0,0
86,-4.7,33,0.1,2000,-18.5,0,0,0
37,-4.1,27,0.6,2000,-20.3,0,0,0
22,-4,28,0.5,2000,-19.8,0,0,0
38,-4.1,30,1.1,2000,-19.1,0,0,0
52,-4.6,31,1.2,2000,-19.2,0,0,0
92,-4.8,31,0.8,2000,-19.3,0.02,0,0
137,-4.1,30,0.5,2000,-19.1,0.28,0,0
156,-1.8,23,0.6,2000,-20.2,0.8,0,0
183,0,20,0.8,1975,-20.3,1.05,0,0
263,2.2,17,1,1979,-20.4,1.75,0,0
337,3.7,17,1.4,2000,-19.1,1.98,0,0
372,4.1,17,1.8,1996,-18.8,1.87,0,0
440,5,16,2,1970,-18.8,1.42,0,0
404,5.1,16,1.8,1998,-18.7,1.17,0,0
354,4.2,17,2.5,1990,-18.7,0.66,0,0
310,2.8,25,3,2000,-15.3,0.22,0,0
238,1.5,30,2.6,2000,-14.2,0,0,0
213,0.6,33,1.9,2000,-13.8,0,0,0
226,0.2,32,1.1,1951,-14.5,0,0,0
191,-0.3,34,1.6,1981,-14.2,0,0,0
153,-0.7,37,0.9,1814,-13.6,0,0,0
148,-1.1,39,1.7,1832,-13.3,0,0,0
101,-1.4,42,1.1,1805,-12.6,0,0,0
59,-1.4,41,1.1,1582,-12.9,0,0,0
42,-1.4,41,1.6,1870,-12.9,0,0,0
50,-1.9,44,0.7,1907,-12.5,0,0,0
59,-1.8,44,0.5,1862,-12.4,0,0,0
139,-1.4,46,0.3,1651,-11.5,0,0,0
349,-0.9,45,0.9,1820,-11.3,0,0,0
646,-1.2,51,0.8,1800,-10,0.05,0,0
347,-0.6,43,0.5,1596,-11.6,0.52,0,0
235,2.6,45,1.2,1230,-8.1,1.17,0,0
314,4.3,44,2.3,1091,-6.9,1.77,0,0
361,4.7,43,2.1,1131,-6.8,1.38,0,0
332,5.1,41,1.8,1097,-7,1.03,0,0
373,5.6,38,1.6,1087,-7.6,1.1,0,0
392,6.3,35,2.6,991,-8,1.2,0,0
403,6.3,35,2.9,1117,-8,1.1,0,0
522,5.7,36,3,1073,-8.2,0.57,0,0
819,4.7,43,2.4,938,-6.8,0.19,0,0
533,3.6,55,1.6,728,-4.6,0,0,0
417,2.4,60,1.9,661,-4.5,0,0,0
388,1.8,63,1.2,604,-4.5,0,0,0
357,1,69,0.7,525,-4,0,0,0
218,0.5,73,1.5,465,-3.7,0,0,0
177,0,75,2.3,394,-3.9,0,0,0
172,-0.5,76,1.6,402,-4.2,0,0,0
115,-0.8,76,0.8,421,-4.5,0,0,0
63,-1.3,80,0.7,392,-4.3,0,0,0
64,-1.6,83,0.6,368,-4.1,0,0,0
79,-1.8,82,1.3,375,-4.4,0,0,0
164,-2.1,82,1.8,381,-4.7,0,0,0
404,-2.2,76,1.9,527,-5.8,0,0,0
727,-2.1,71,1.7,610,-6.6,0.06,0,0
384,-1.4,56,1.4,709,-9,0.54,0,0
265,1.1,38,3.1,1184,-11.6,1.13,0,0
322,2.8,35,3.9,1265,-11.1,1.71,0,0
356,4,23,3.5,1785,-15.3,2.03,0,0
370,4.2,22,3.9,1812,-15.6,2.21,0,0
335,5,20,3.7,1866,-16.1,2.12,0,0
431,5.4,18,3.7,1940,-17,1.82,0,0
393,5.1,17,3.4,2000,-18,1.2,0,0
514,3.9,19,3.6,2000,-17.6,0.58,0,0
764,3.2,20,2.9,2000,-17.6,0.16,0,0
522,2.5,21,2.2,2000,-17.6,0,0,0
358,1.8,19,3.1,2000,-19.4,0,0,0
415,1.1,21,1.6,2000,-18.8,0,0,0
319,0.5,22,2.9,2000,-18.8,0,0,0
242,-0.5,26,3.3,2000,-17.7,0,0,0
171,-1.4,28,3.4,1990,-17.6,0,0,0
162,-2.2,31,1.1,1970,-17,0,0,0
105,-2.9,31,1.6,1931,-17.7,0,0,0
59,-3.4,32,0.9,1977,-17.7,0,0,0
50,-3.8,32,1.1,2000,-18.1,0,0,0
63,-4,35,1.8,2000,-17.2,0,0,0
159,-4,34,3.4,2000,-17.5,0,0,0
385,-4.1,35,3.5,1980,-17.3,0,0,0
718,-4.3,36,1.9,1955,-17.1,0.06,0,0
373,-3.8,28,1.7,1904,-19.6,0.63,0,0
244,-1.8,25,2.6,1913,-19.2,1.17,0,0
276,0.2,22,2.2,1907,-19,1.57,0,0
351,2.2,17,2,1824,-20.4,1.99,0,0
299,2.9,14,3.3,2000,-22,2.14,0,0
365,3.3,14,2.9,1985,-21.7,2.49,0,0
366,4.2,15,2.7,1995,-20.2,2.21,0,0
409,3.7,14,3.9,2000,-21.4,1.71,0,0
469,3.1,14,3.7,2000,-21.9,1,0,0
784,1.8,16,3.4,2000,-21.4,0.31,0,0
460,-0.1,39,2.8,2000,-12.4,0,0,0
356,-1.1,43,1.5,2000,-12.1,0,0,0
345,-1.6,52,2.2,2000,-10.1,0,0,0
299,-2.2,55,1.4,2000,-10,0,0,0
223,-2.7,58,1.1,2000,-9.8,0,0,0
195,-2.7,58,1.7,2000,-9.8,0,0,0
190,-2.2,58,1,2000,-9.3,0,0,0
71,-2.8,57,0.5,1995,-10.1,0,0,0
66,-2.4,58,0.3,2000,-9.5,0,0,0
75,-2.4,59,1.1,1984,-9.3,0,0,0
151,-3,62,0.8,1996,-9.2,0,0,0
373,-3.7,64,0.7,1891,-9.5,0,0,0
783,-3.6,63,0.9,1473,-9.6,0.07,0,0
383,-1.9,51,0.9,1654,-10.7,0.58,0,0
259,0.9,44,1.1,1826,-10,1.16,0,0
308,2.7,44,0.9,1761,-8.3,1.45,0,0
352,4.8,47,2.6,1373,-5.5,1.72,0,0
316,4.5,51,3.8,1108,-4.7,1.08,0,0
331,4.8,50,4.3,1168,-4.7,1.01,0,0
356,5,49,4.4,1138,-4.8,0.96,0,0
404,5,50,4.3,1121,-4.5,0.74,0,0
465,4.6,52,3.9,1059,-4.4,0.5,0,0
730,3.9,56,4,1004,-4,0.18,0,0
499,3.5,60,2.7,936,-3.5,0,0,0
348,3,62,2.4,975,-3.5,0,0,0
393,2.9,64,2.5,1154,-3.2,0,0,0
346,2.9,65,2.3,1150,-3,0,0,0
202,2.9,63,2.6,1253,-3.4,0,0,0
42,1.7,86,2.7,54,-0.3,0,0.4,0.4
55,0.6,96,2.1,118,0,0,0,4
62,0.7,97,1.4,197,0.2,0,0,4.1
32,0.9,97,1.2,243,0.4,0,3.7,4.1
36,1.1,96,2.5,241,0.5,0,0,3.9
39,1,91,0.7,257,-0.3,0,0,3.8
63,0.4,95,0.3,197,-0.3,0,0,3.8
174,-0.1,97,0.5,179,-0.5,0,0,3.8
391,-0.2,97,0.4,197,-0.6,0.05,0,3.7
214,0.5,94,0.6,199,-0.3,0.37,0,3.7
184,2.2,83,0.8,221,-0.3,0.92,0,3.7
230,3.8,72,0.9,236,-0.7,1.1,0,3.4
283,5.3,70,0.9,226,0.2,1.73,0,1.7
304,6.7,64,2,241,0.3,1.94,0,0.6
312,7.8,57,2.1,277,-0.2,1.39,0,0
312,8.2,62,0.6,291,1.3,1.22,0,0
354,8.3,60,2.7,354,0.9,0.36,0,0
470,7.9,68,4.2,352,2.3,0.27,0,0
669,7.5,70,5,374,2.3,0.08,0,0
421,6.9,73,3.7,369,2.3,0,0,0
295,6.4,77,2.8,316,2.6,0,0,0
321,6,79,2.7,306,2.6,0,0,0
291,5.7,81,2.5,292,2.6,0,0,0
243,5.5,80,2.7,258,2.3,0,0,0
226,4.6,82,3,240,1.7,0,0,0
263,4,83,1.7,235,1.3,0,0,0
197,3.7,82,1.6,229,0.9,0,0,0
133,3.5,82,2.9,217,0.7,0,0,0
63,2.7,82,2.8,222,0,0,0,0
58,1.8,84,2.7,214,-0.6,0,0,0
72,1.2,83,2.5,245,-1.3,0,0,0
108,0.6,86,1.6,211,-1.4,0,0,0
203,0,77,2.8,289,-3.5,0.06,0,0
253,0.6,64,3.8,430,-5.4,0.65,0,0
259,0.8,60,2.9,497,-6,0.71,0,0
298,2.2,50,2.4,608,-7.1,1.1,0,0
363,4,37,1.4,763,-9.4,1.75,0,0
412,5.3,29,2.1,1007,-11.3,2.08,0,0
454,6.9,19,1.9,1843,-15.1,2.36,0,0
467,6.7,24,2.7,1536,-12.4,1.95,0,0
509,5.9,21,3,1864,-14.8,1.34,0,0
462,4.9,28,3.1,1477,-12.1,0.77,0,0
379,3.5,30,2.9,1726,-12.4,0.31,0,0
306,2.1,27,2.8,1883,-15,0.01,0,0
233,1.1,32,1.4,1785,-13.8,0,0,0
232,0.7,31,1.3,1923,-14.5,0,0,0
219,0.1,32,0.9,1937,-14.6,0,0,0
187,-0.6,39,1.3,1731,-12.8,0,0,0
182,-1.1,44,1.2,1741,-11.8,0,0,0
189,-1.4,43,0.6,1791,-12.3,0,0,0
124,-1.5,46,1.1,1744,-11.6,0,0,0
103,-1.3,42,0.8,1648,-12.5,0,0,0
52,-1.1,43,0.7,1558,-12.1,0,0,0
37,-0.7,41,0.9,1442,-12.3,0,0,0
54,-0.8,44,0.6,1541,-11.5,0,0,0
77,-1,47,0.9,1552,-10.9,0,0,0
158,-1.3,54,0.6,1597,-9.4,0.06,0,0
173,-0.3,48,1.1,1394,-10,0.43,0,0
195,2.1,42,1.1,1564,-9.5,1.12,0,0
244,4.3,29,2.6,1293,-12.2,1.87,0,0
396,5.5,25,3.1,1652,-13,2.28,0,0
482,6.1,22,2.4,1710,-14,2.5,0,0
572,7,23,2.4,1645,-12.7,2.52,0,0
612,7.5,21,2.7,1900,-13.4,2.22,0,0
688,7.6,18,3.2,1930,-15.2,1.73,0,0
589,6.9,25,2.9,1795,-11.8,1.07,0,0
